Id,ProcessName,Path,StartTime
25772,chrome,C:\Program Files\Google\Chrome\Application\chrome.exe,3/14/2026 9:42:51 PM
25788,chrome,C:\Program Files\Google\Chrome\Application\chrome.exe,3/14/2026 9:40:36 PM
26164,chrome,C:\Program Files\Google\Chrome\Application\chrome.exe,3/14/2026 9:40:50 PM
27480,chrome,C:\Program Files\Google\Chrome\Application\chrome.exe,3/14/2026 9:46:46 PM
28404,chrome,C:\Program Files\Google\Chrome\Application\chrome.exe,3/14/2026 10:11:12 PM
29472,chrome,C:\Program Files\Google\Chrome\Application\chrome.exe,3/14/2026 10:17:58 PM
30708,chrome,C:\Program Files\Google\Chrome\Application\chrome.exe,3/14/2026 10:11:02 PM
30724,chrome,C:\Program Files\Google\Chrome\Application\chrome.exe,3/14/2026 10:11:14 PM
16672,netbird-ui,C:\Program Files\Netbird\netbird-ui.exe,3/14/2026 7:54:28 PM
5820,netbird,C:\Program Files\Netbird\Netbird.exe,3/14/2026 7:49:19 PM
8384,Microsoft.CmdPal.UI,C:\Program Files\WindowsApps\Microsoft.CommandPalette_0.8.10263.0_x64__8wekyb3d8bbwe\Microsoft.CmdPal.UI.exe,3/14/2026 7:54:07 PM
16008,WindowsPackageManagerServer,C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.27.470.0_x64__8wekyb3d8bbwe\WindowsPackageManagerServer.exe,3/14/2026 7:54:12 PM
6616,gamingservices,C:\Program Files\WindowsApps\Microsoft.GamingServices_34.110.25001.0_x64__8wekyb3d8bbwe\GamingServices.exe,3/14/2026 7:49:20 PM
6632,gamingservicesnet,C:\Program Files\WindowsApps\Microsoft.GamingServices_34.110.25001.0_x64__8wekyb3d8bbwe\GamingServicesNet.exe,3/14/2026 7:49:20 PM
13636,MicrosoftStartFeedProvider,C:\Program Files\WindowsApps\Microsoft.StartExperiencesApp_1.229.1.0_x64__8wekyb3d8bbwe\MicrosoftStartFeedProvider\MicrosoftStartFeedProvider.exe,3/14/2026 7:54:05 PM
12016,WidgetService,C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.14.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe,3/14/2026 7:54:03 PM
6048,OpenConsole,C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.20211.0_x64__8wekyb3d8bbwe\OpenConsole.exe,3/14/2026 7:53:58 PM
7364,OpenConsole,C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.20211.0_x64__8wekyb3d8bbwe\OpenConsole.exe,3/14/2026 8:19:45 PM
20588,OpenConsole,C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.20211.0_x64__8wekyb3d8bbwe\OpenConsole.exe,3/14/2026 8:09:30 PM
